year,mileage,tax,mpg,engineSize,price
2014,93060,20,67.3,2,9795
2017,97530,20,72.4,1.6,13000
2014,60670,145,55.4,2,11795
2015,101300,20,68.9,2,7500
2016,84790,30,65.7,2,12795
2013,69670,145,53.3,2,10500
2016,111700,20,68.9,2,7295
2016,46771,145,47.1,1.8,15000
2016,77128,20,67.3,2,11000
2015,67830,0,80.7,1.6,8099
2016,79252,30,65.7,2,13999
2013,92083,145,56.5,2,10499
2016,57716,235,43.5,3,22999
2016,33035,0,74.3,1.6,11000
2015,37847,30,55.4,1.4,9999
2015,21872,125,53.3,1.4,10000
2015,66851,30,60.1,2,12499
2017,15830,200,47.1,3,25999
2016,26818,200,47.9,3,21999
2015,48904,200,47.9,2,17499
2016,46919,235,42.8,3,23499
2018,16897,145,56.5,1.5,19499
2016,31237,20,65.7,2,14999
2016,67044,20,72.4,2,12699
2016,27961,30,67.3,2,15499
2015,21794,125,56.5,2,13799
2015,51493,20,67.3,2,11499
2013,48521,200,42.2,2,13000
2012,63945,20,68.9,2,9500
2016,31446,20,58.9,1.4,14000
2013,36516,150,53.3,2,12500
2017,30945,0,67.3,1,10500
2017,32863,150,47.9,1.4,17500
2016,34236,115,50,2,17500
2017,21713,0,76.3,1.6,11300
2013,47805,200,43.5,1.8,11299
2016,31088,20,70.6,2,14499
2015,74413,125,57.6,2,10699
2017,38711,20,70.6,2,15000
2016,92749,145,55.4,2,11999
2015,45748,160,51.4,2,14999
2017,29741,125,52.3,1.4,16295
2014,59595,30,65.7,2,9495
2013,18330,200,47.9,2,17995
2014,56000,20,72.4,1.6,10750
2017,21022,145,51.4,1.4,16489
2018,10722,145,61.4,1.6,19000
2019,12928,150,51.4,1.6,19300
2016,29928,30,57.6,1.4,14800
2015,20567,30,57.6,1.4,11300
2016,20405,145,47.1,1.8,18100
2015,33802,20,67.3,2,15400
2014,49989,555,26.4,4.2,26995
2004,100730,325,19.3,4.2,8995
2017,21134,145,49.6,2,17980
2016,36974,20,68.9,2,13398
2014,16675,200,47.9,2,18995
2015,54495,125,57.6,3,14995
2017,37520,150,47.1,1.8,18995
2014,48000,0,74.3,1.6,9395
2017,13671,145,52.3,1.4,20350
2018,9938,145,65.7,1,15000
2015,44821,0,80.7,1.6,9500
2016,16948,20,70.6,1.6,13000
2012,36867,235,38.7,2,11989
2016,26584,0,67.3,1,9190
2015,33737,160,50.4,2,15890
2015,18693,145,55.4,2,14290
2018,5033,145,55.4,1,16235
2017,15917,145,55.4,2,17399
2017,27347,30,62.8,2,15199
2016,86555,20,67.3,2,12599
2017,64962,145,64.2,2,15000
2016,21362,20,70.6,1.6,11499
2014,36746,125,57.6,2,14299
2016,35606,20,68.9,1.6,13499
2016,23947,30,64.2,2,12699
2017,38176,0,76.3,1.6,10175
2016,27097,30,62.8,2,17000
2015,38573,125,57.6,2,15499
2013,46333,30,61.4,2,9500
2016,81190,20,68.9,2,13000
2014,64880,30,62.8,2,12295
2017,85340,160,50.4,2,15000
2016,38375,0,67.3,1,9699
2016,84252,30,64.2,2,14499
2013,82943,200,47.9,2,10999
2012,84356,200,47.9,2,12699
2015,84778,30,65.7,2,11675
2016,21161,20,67.3,2,12900
2012,43133,0,74.3,1.6,7714
2017,27501,30,55.4,1.4,12500
2016,30000,0,67.3,1,9999
2015,71920,30,65.7,2,10099
2016,18469,20,68.9,2,11299
2016,55689,30,60.1,2,13999
2014,77111,30,65.7,2,8599
2017,28367,145,49.6,1.4,19599
2012,65675,555,28.5,4.1,17999
2016,24069,145,52.3,2,18400
2016,29961,20,70.6,2,16000
2017,41252,30,53.3,2,16800
2014,28801,30,57.6,1.2,10485
2013,65000,0,74.3,1.6,6485
2015,71787,30,61.4,2,11399
2017,15759,30,61.4,2,20499
2015,56040,30,61.4,2,12199
2019,5977,145,48.7,1,16500
2016,37004,20,70.6,2,15000
2016,40187,0,74.3,2,15000
2017,30984,145,68.9,2,18500
2016,19645,0,67.3,1,11600
2016,29777,160,49.6,2,18900
2015,20451,145,53.3,2,17000
2016,17608,0,76.3,1.6,11399
2015,36477,0,67.3,1,10599
2015,57397,0,80.7,1.6,8751
2015,54292,0,80.7,1.6,10199
2015,68446,0,74.3,1.6,8199
2016,92064,20,70.6,2,10799
2013,50577,30,65.7,2,9499
2016,73471,30,65.7,2,13312
2016,45799,20,70.6,2,12914
2016,12067,20,60.1,1.4,15879
2017,17918,145,47.9,2,19299
2015,27666,30,65.7,2,12300
2016,26991,20,65.7,2,16000
2016,29563,20,65.7,2,15800
2016,48297,0,80.7,1.6,9499
2016,44531,20,67.3,2,13100
2016,50900,30,65.7,2,13502
2016,38673,0,76.3,1.6,9432
2015,13741,30,56.5,1.4,11799
2014,48548,30,62.8,2,11941
2015,35622,20,70.6,1.6,11332
2016,55162,30,61.4,2,17199
2017,29110,160,50.4,2,19499
2016,29454,0,74.3,2,15500
2017,26894,145,56.5,1.5,15300
2016,36459,30,67.3,2,16800
2017,25842,145,62.8,2,18300
2016,23592,30,55.4,1.4,15700
2016,17358,0,74.3,1.6,12000
2016,36639,30,57.6,1.4,10800
2016,29987,125,58.9,2,20999
2015,30854,0,76.3,1.6,10899
2012,46942,0,74.3,1.6,7099
2015,10747,30,55.4,1.4,12681
2015,56104,0,74.3,1.6,8499
2015,87393,30,64.2,2,12499
2015,61710,30,65.7,2,10000
2016,24672,30,64.2,2,12866
2016,33560,0,76.3,1.6,10289
2016,26862,125,49.6,2,17400
2016,34890,30,62.8,2,17000
2016,24259,20,70.6,2,12300
2015,23121,30,58.9,1.4,14499
2013,60028,0,74.3,1.6,7699
2016,32726,30,61.4,2,14399
2017,28015,145,64.2,2,19499
2016,30595,20,70.6,2,15499
2013,32365,125,53.3,1.4,8889
2017,28831,145,70.6,1.6,14250
2015,27376,20,70.6,1.6,14278
2015,47881,145,56.5,2,16999
2015,70284,20,68.9,2,9499
2018,15044,145,52.3,1.6,20550
2014,80951,30,61.4,2,12170
2016,32657,125,56.5,3,15486
2016,33391,200,42.8,1.8,18500
2017,30177,145,56.5,2,22500
2016,53342,30,65.7,2,15200
2018,15844,145,50.4,1.8,19000
2014,44638,30,62.8,2,15300
2017,15004,145,55.4,1.5,16000
2016,29606,0,67.3,1,11400
2017,9676,145,53.3,1.5,16999
2014,37113,200,47.1,2,18450
2019,8397,145,53.3,1.6,22500
2017,44156,20,70.6,2,14315
2016,13483,160,50.4,2,19995
2015,29584,160,43.5,1.8,13799
2017,18830,20,60.1,1,13999
2017,29328,0,67.3,1,11999
2016,21246,20,64.2,1,11199
2017,44493,145,65.7,2,15699
2014,65604,0,74.3,1.6,8150
2014,123445,30,64.2,2,10950
2008,52500,580,21,4.2,33950
2019,10000,150,29.7,2.9,54500
2013,37141,0,74.3,1.6,8150
2014,55317,200,47.9,2,12350
2016,46665,20,70.6,2,13676
2016,52519,20,72.4,1.6,11871
2015,24339,145,47.9,2,16999
2016,37920,20,68.9,2,10955
2016,54150,30,58.9,1.4,12046
2016,29613,0,83.1,1.6,11646
2015,38689,20,72.4,1.6,11000
2015,78205,20,68.9,1.6,9705
2017,25793,125,58.9,2,15599
2016,17855,30,64.2,2,17699
2016,19865,0,76.3,1.6,10999
2017,22579,555,28.2,4,44991
2017,19068,150,56.5,2,22991
2016,32707,200,42.8,1.8,16900
2015,87652,0,74.3,2,10999
2015,80973,20,68.9,2,9399
2017,35662,145,70.6,2,19999
2016,21968,145,56.5,2,19499
2012,75187,125,53.3,1.4,6999
2014,74074,145,55.4,2,12690
2015,91334,0,83.1,1.6,8299
2016,38537,20,68.9,2,10999
2015,69888,0,80.7,1.6,8554
2017,20466,0,67.3,1,11773
2012,76866,145,55.4,2,10874
2013,57309,125,53.3,1.4,9235
2017,28194,145,68.9,2,19999
2013,67376,200,47.9,2,13991
2016,45128,160,50.4,2,17491
2016,46324,300,34.9,2.5,29991
2016,71734,20,70.6,2,11991
2016,41677,235,38.2,3,24991
2017,26522,145,47.9,3,33991
2017,31739,145,68.9,2,20000
2016,75494,30,64.2,2,12799
2016,75891,200,47.1,2,17550
2016,23307,0,67.3,1,11299
2015,60834,20,67.3,2,12000
2013,56123,0,74.3,1.6,7799
2011,74408,145,53.3,3,12750
2019,4284,150,33.2,2,28990
2017,29332,165,50.4,3,23490
2017,13425,150,62.8,2,24490
2015,28895,30,55.4,1.4,13990
2016,44717,160,50.4,2,19690
2015,40293,160,49.6,2,17190
2014,77701,125,57.6,2,10100
2016,36281,0,74.3,1.6,10999
2016,53531,30,61.4,2,16999
2016,33007,20,72.4,2,13375
2016,31223,20,67.3,2,11999
2016,34886,0,76.3,1.6,10499
2014,71836,30,57.6,1.4,8999
2016,40001,160,50.4,2,21490
2017,38300,145,43.5,2,27490
2019,738,145,43.5,1.5,22990
2020,2500,145,44.1,1.5,27990
2015,78011,20,68.9,2,9299
2015,60585,0,80.7,1.6,8799
2017,31744,125,50.4,2,14699
2019,7500,145,47.1,2,33990
2015,52133,125,58.9,2,17190
2016,39255,20,70.6,1.6,16290
2017,18190,30,58.9,1.4,14690
2015,52838,260,35.8,3,20490
2019,14060,145,32.1,2,30490
2018,8792,145,55.4,1,17690
2018,21829,145,70.6,2,23990
2019,6453,145,49.6,1.6,19790
2019,6500,145,39.2,3,43990
2017,29311,145,40.4,2,28190
2016,35916,20,68.9,2,16490
2017,16353,125,51.4,1.4,17490
2017,5183,145,54.3,1.4,18990
2016,35506,235,37.7,2,25690
2017,33574,145,76.3,1.6,13290
2017,16975,555,28.2,4,43990
2016,37534,20,67.3,2,17290
2019,3798,145,37.2,2,33490
2018,11802,145,65.7,2,23490
2017,25249,145,67.3,1,13490
2017,7903,145,67.3,1,12990
2020,10,145,32.5,2,34990
2017,17713,150,76.3,1.6,13690
2018,10436,150,55.4,1.4,14990
2016,74896,235,42.2,3,27490
2017,16744,145,55.4,1.5,18290
2015,29957,160,50.4,2,17990
2016,77818,200,47.9,3,28990
2016,42395,30,60.1,1.4,15990
2017,28500,150,58.9,2,22490
2016,37870,205,47.1,2,21490
2019,1500,145,40.9,1.5,26990
2019,3500,145,40.9,1.5,27490
2017,20473,145,57.7,2,17990
2017,11479,145,62.8,2,25990
2018,17711,145,65.7,2,23990
2019,5200,145,45.6,2,30990
2019,5000,145,32.1,2,34490
2019,4000,145,47.9,2,29490
2019,6000,145,45.6,2,29990
2019,2000,145,50.4,2,29990
2019,8500,145,42.8,2,26950
2016,48669,125,61.4,3,19990
2019,6000,145,33.2,3,45990
2016,96300,20,68.9,2,8000
2019,4654,145,45.6,2,28990
2017,24780,125,51.4,1.4,15480
2015,31064,0,67.3,1,9245
2019,500,145,39.8,1.5,27990
2019,1780,145,40.9,2,29790
2017,30390,30,56.5,1.4,13490
2017,26653,145,53.3,2,21290
2019,9124,145,47.9,2,27490
2019,6392,145,50.4,3,39990
2020,320,145,29.7,2.5,42490
2019,7000,150,47.9,2,29990
2012,44331,125,52.3,1.4,10290
2013,69410,125,58.9,2,12795
2014,53540,205,47.9,2,12195
2013,108220,150,54.3,2,9000
2015,104460,0,83.1,1.6,7295
2016,68310,20,65.7,2,13500
2015,91400,20,67.3,2,8695
2019,51,145,30.1,2.5,53990
2019,1624,145,38.7,2,26990
2019,5500,145,38.7,2,25990
2019,8000,145,47.1,2,29990
2019,2500,145,40.9,2,23490
2019,4000,145,40.9,2,23290
2019,4000,145,39.8,1.5,28490
2019,3955,145,51.4,2,29990
2015,38497,30,61.4,2,14490
2020,80,145,38.7,2,28490
2016,32969,30,55.4,1.4,12490
2016,13742,30,55.4,1.4,12690
2015,46940,145,47.9,2,17290
2018,9735,145,58.9,3,29990
2015,22266,30,55.4,1.4,10799
2018,9807,145,67.3,1,12980
2011,94000,300,38.2,3,16494
2016,36181,20,70.6,1.6,15500
2018,7020,150,64.2,1.6,17599
2016,31000,20,68.9,1.6,14500
2016,77700,125,58.9,2,17000
2016,106000,200,44.8,3,13250
2020,10,145,39.2,3,54990
2016,55781,200,39.8,2,20490
2015,66790,205,47.9,2,15500
2015,71960,125,60.1,2,12500
2012,100230,150,56.5,2,7500
2014,98520,20,68.9,2,7295
2016,88230,0,74.3,2,10500
2012,54080,160,49.6,2,11000
2017,12500,150,44.1,2,25490
2018,23000,150,58.9,2,20990
2018,25000,150,60.1,1,18790
2016,99740,0,72.4,2,9795
2015,103370,20,60.1,1.4,10000
2016,68180,160,44.1,2,18500
2014,55150,160,50.4,2,13295
2015,96230,30,64.2,2,11695
2015,73010,200,47.1,2,17000
2014,77590,30,64.2,2,9000
2016,116310,0,83.1,1.6,7500
2015,50500,160,46.3,2,16490
2014,42869,30,55.4,1.2,9290
2017,27647,150,52.3,3,26490
2013,38431,20,68.9,2,11990
2016,76640,30,62.8,2,13795
2015,82820,260,41.5,3,20000
2015,76518,260,41.5,3,20295
2020,5500,145,35.3,2,47990
2012,27280,145,47.9,1.4,10790
2017,16872,150,55.4,1.4,12990
2016,25189,150,47.1,1.8,19290
2016,71870,200,47.1,2,18000
2015,68260,30,62.8,2,11295
2017,111890,20,70.6,2,11500
2015,120860,125,60.1,2,10500
2016,79500,20,70.6,2,11795
2012,103160,145,55.4,2,7995
2019,6450,145,46.3,1.6,26490
2017,1928,150,60.1,1,17290
2016,25103,0,67.3,1,12490
2017,25774,150,57.6,1.4,12290
2015,45000,20,68.9,2,11490
2017,37091,150,43.5,2,24290
2016,101860,30,57.6,1.4,11000
2015,83990,30,61.4,2,11000
2015,81590,30,61.4,2,11895
2015,113420,205,47.1,2,10000
2014,111460,30,61.4,2,11000
2014,75550,30,62.8,2,11500
2013,129680,30,64.2,2,6000
2016,48860,20,70.6,2,14000
2015,118330,30,64.2,2,10500
2016,84380,0,74.3,2,11000
2015,113110,20,67.3,2,9795
2016,76070,30,61.4,2,15000
2013,96840,125,57.6,2,7500
2016,97150,20,72.4,2,10695
2017,90620,30,61.4,2,13000
2015,104550,145,56.5,2,8795
2015,107390,30,64.2,2,12895
2013,55000,30,61.4,2,11290
2016,56919,20,70.6,2,16490
2015,36786,125,58.9,2,15490
2019,2200,145,47.9,2,30990
2017,8976,145,62.8,2,24790
2016,31072,20,68.9,2,16490
2019,10,145,42.8,2,28490
2019,10,145,42.8,2,28490
2019,600,145,49.6,1.6,20990
2019,1000,145,46.3,2,31990
2019,750,145,39.8,2,29990
2016,40164,30,67.3,2,17490
2016,28290,30,67.3,2,17790
2017,40763,160,52.3,3,25790
2019,3500,145,38.7,2,29990
2019,8050,145,40.9,2,23290
2016,11998,160,51.4,2,21490
2018,26796,145,44.8,2,24790
2014,57120,30,61.4,2,13790
2017,40378,145,55.4,3,23490
2016,33334,30,67.3,2,17290
2017,16821,200,42.2,2,23490
2017,44691,200,47.9,3,33990
2019,1200,145,50.4,2,29990
2019,4983,145,48.7,2,27490
2019,8547,145,50.4,2,25990
2019,7010,145,47.9,1.6,24290
2020,500,145,47.1,2,35490
2020,500,145,47.1,2,38990
2019,6500,145,38.2,2,36990
2019,10,145,51.4,2,29990
2019,10,145,50.4,2,30990
2019,10,145,39.2,2,29490
2019,10,145,33.2,2,31990
2019,10,145,42.8,2,29990
2019,50,145,33.6,3,42990
2020,10,145,40.4,2,29990
2015,27699,20,67.3,2,13290
2018,17411,145,43.5,2.5,26490
2016,42500,0,67.3,1,10290
2019,5831,145,47.1,2,27490
2017,58727,145,67.3,2,19990
2017,33406,145,76.3,1.6,13290
2019,750,145,42.8,2,29990
2019,1000,145,49.6,2,27990
2019,1750,145,45.6,2,27990
2016,32868,30,67.3,2,16490
2020,1000,145,38.2,2,47990
2017,13248,125,50.4,1.4,19490
2020,500,145,40.9,1.5,32990
2020,500,145,54.3,2,35990
2020,500,145,52.3,1.6,29490
2019,1000,145,39.2,2,27990
2019,750,145,51.4,2,25990
2019,2250,145,50.4,2,26990
2019,2500,145,45.6,2,27990
2019,750,145,52.3,1.6,25490
2019,6000,145,45.6,2,26990
2019,10,145,30.4,2.9,51990
2020,10,145,30.1,2.5,42490
2020,10,145,47.1,2,30990
2016,31617,30,56.5,1.4,12999
2018,60899,150,58.9,2,18990
2013,81957,205,47.1,2,14990
2017,43708,150,62.8,2,21490
2017,36000,150,52.3,1.4,20495
2016,32000,165,50.4,3,24990
2020,3455,145,50.4,2,37990
2017,16514,150,49.6,1.4,19445
2016,53000,145,56.5,2,17695
2013,42000,205,47.9,2,13895
2017,22492,145,50.4,1.4,18995
2018,18532,145,55.4,1,16577
2018,9571,145,54.3,1.4,19395
2003,129000,325,31.7,2.5,2495
2016,57097,0,83.1,1.6,10990
2016,29858,30,60.1,2,17990
2020,150,145,38.7,2,32990
2017,21113,150,49.6,1.4,19445
2017,19948,150,54.3,1.5,18490
2017,53596,150,54.3,2,20990
2016,44000,20,70.6,1.6,10490
2017,27369,150,56.5,1.4,13990
2015,79197,20,67.3,2,13990
2020,1350,145,51.4,2,27490
2019,1250,145,38.2,1.5,35990
2019,1000,145,32.8,3,67990
2018,7442,145,52.3,1.4,23245
2017,24755,145,52.3,1.4,18495
2014,47000,20,67.3,2,11990
2015,54623,20,67.3,2,13240
2018,27928,145,56.5,1.5,21490
2018,20500,145,50.4,2,23990
2019,10000,150,51.4,1.6,18990
2015,37238,0,74.3,1.6,11490
2015,60043,205,47.9,3,27900
2016,31436,0,67.3,1,11490
2019,3250,145,38.7,2,27990
2019,4750,145,38.7,2,28990
2019,2750,145,48.7,2,27990
2019,3000,145,49.6,1.6,23990
2019,10,145,42.8,2,27990
2020,415,145,29.7,2.5,41990
2019,3466,145,36.7,2,35990
2014,60000,165,44.1,1.8,11990
2013,42300,150,54.3,2,12990
2017,26500,150,57.6,1.4,11990
2014,32000,0,74.3,1.6,10495
2014,52000,30,54.3,1.4,9495
2017,36187,20,70.6,2,17445
2019,8065,145,50.4,2,27990
2017,12659,145,55.4,2,28990
2017,32310,145,47.9,3,33995
2016,73156,240,42.8,3,23795
2016,23000,0,74.3,1.6,11990
2017,35000,125,49.6,2,17490
2018,18000,150,56.5,1.5,20990
2013,29180,30,54.3,1.4,9995
2014,38473,205,40.9,2,17990
2015,41101,20,67.3,2,14995
2016,15901,165,45.6,2,21995
2016,49461,125,57.6,2,17995
2019,1335,145,33.2,3,59990
2017,16829,145,52.3,1.4,17995
2017,39309,145,52.3,3,24490
2016,19151,260,35.8,3,23995
2019,40000,145,54.3,3,26490
2020,203,145,45.6,2,37995
2020,5000,145,54.3,1.6,20995
2016,39463,0,76.3,1.6,12490
2017,39929,145,47.1,1.8,17445
2019,1082,145,38.2,1.5,37490
2019,2100,145,38.2,2,37900
2019,3454,145,33.2,3,49990
2020,1500,145,47.1,2,30990
2019,6826,145,33.2,2,28490
2016,18578,200,47.9,3,34990
2017,27411,145,76.3,1.6,11495
2017,17486,125,50.4,1.4,20995
2016,27416,125,58.9,2,17495
2019,10,145,38.2,1.5,33990
2019,67,145,38.2,1.5,37990
2019,10,145,33.6,3,41799
2019,4298,145,45.6,2,31990
2019,10,145,33.6,3,41495
2019,3986,145,47.1,2,36990
2019,3552,145,33.2,2,35990
2020,500,145,48.7,2,34490
2020,500,145,39.2,2,37490
2020,250,145,39.2,3,78990
2017,33050,145,40.4,2,28290
2016,44705,235,42.2,3,31990
2020,750,145,40.9,1.5,32490
2015,39608,30,61.4,2,13290
2019,50,145,47.9,2,31900
2019,2302,145,36.7,2,34990
2016,15352,0,76.3,1.6,12790
2019,1705,145,38.2,2,34990
2017,46520,145,64.2,2,18990
2018,6359,145,51.4,1.4,21490
2019,1000,145,30.4,2.9,53490
2019,3212,145,50.4,2,25990
2019,10,145,36.2,2,45490
2019,4826,145,33.2,2,33990
2019,10,145,30.1,2.5,54900
2019,6464,145,48.7,2,25990
2019,1596,145,38.7,2,28990
2019,10,145,52.3,3,33990
2017,10490,145,62.8,2,24490
2016,20257,0,67.3,1,11645
2019,4850,145,40.4,3,38990
2017,11570,30,55.4,1.4,12990
2019,750,145,39.2,2,26990
2017,9865,145,52.3,1.4,17990
2015,40479,20,67.3,2,17495
2016,33719,30,58.9,1.4,14345
2017,26500,145,52.3,1.4,16495
2019,2240,145,38.2,1.5,34990
2019,7881,145,38.7,2,34490
2019,3439,145,38.2,2,35490
2019,8480,145,51.4,1.6,23240
2019,10,145,33.2,2,30990
2019,10,145,39.8,2,31490
2019,10,145,38.7,2,38990
2019,10,145,46.3,2,27990
2019,1639,145,52.3,1.6,23990
2015,28123,555,28.8,4,43990
2016,20052,160,46.3,2,18790
2019,6648,145,40.9,1.5,27490
2019,6688,145,40.9,1.5,24999
2019,5973,145,48.7,2,25990
2018,9231,145,52.3,1.4,22990
2019,1000,145,40.4,3,39995
2019,4100,145,29.1,2.9,56795
2019,10,145,38.2,1.5,33990
2019,67,145,39.2,2,34990
2019,2475,145,50.4,2,28990
2019,5743,145,47.9,2,29990
2019,569,145,36.2,2,45990
2019,2011,145,45.6,2,29990
2016,26895,30,57.6,1.4,11990
2020,101,145,42.2,1.5,28490
2020,94,145,40.4,2,27995
2019,86,145,48.7,2,29990
2019,2247,145,47.9,2,32490
2019,4022,145,47.1,2,29990
2018,9000,145,60.1,2,23490
2020,157,145,44.8,2,31990
2019,5100,145,48.7,2,27490
2016,83020,30,64.2,2,13995
2020,5000,145,34,2,38990
2019,10,145,40.9,1.5,26990
2019,1707,145,49.6,1.6,23990
2019,529,145,40.9,2,33490
2019,1692,145,49.6,1.6,23990
2019,6675,145,38.2,1.5,35990
2019,2776,145,45.6,2,29999
2019,2808,145,38.2,2,37990
2020,244,145,40.4,2,28445
2017,33056,145,43.5,2,24495
2016,30736,30,58.9,1.4,13990
2016,38856,145,56.5,2,18490
2018,14859,145,40.9,2,29995
2019,2250,145,50.4,2,26990
2019,3883,145,33.2,2,32990
2019,97,145,51.4,2,29495
2019,6845,145,50.4,2,27990
2018,11000,145,52.3,1.4,19995
2019,5680,145,33.6,3,49495
2018,7266,145,40.9,2,28995
2020,240,145,52.3,1.6,26490
2019,7961,145,32.8,3,67495
2019,4680,145,52.3,1.6,23990
2019,1587,145,40.9,2,22990
2019,4717,145,40.9,2,21990
2019,4877,145,40.9,2,22490
2019,10,145,40.9,1.5,26990
2017,24000,145,50.4,1.4,18395
2002,99000,295,30.1,1.8,2876
2019,10,145,36.2,2,44990
2019,2260,145,38.7,2,27990
2019,2349,145,51.4,2,22990
2019,7029,145,40.9,2,27990
2019,220,145,39.2,2,33990
2019,10,145,36.2,2,44990
2019,10200,145,38.2,2,38490
2019,9150,145,39.8,2,27999
2016,12900,0,67.3,1,12490
2016,21516,30,58.9,1.4,14245
2016,40500,30,67.3,2,17990
2017,20508,145,52.3,1.4,20495
2018,12134,145,70.6,1.6,15490
2019,10499,145,38.2,2,32490
2019,3225,145,39.8,3,31990
2019,2673,145,45.6,2,38250
2015,41594,205,47.1,2,16950
2015,29255,30,62.8,2,12950
2017,21000,150,55.4,1.5,15450
2007,125000,305,34.9,2,2675
2005,123000,300,33.6,1.8,3195
2019,2000,145,44.8,2,28490
2016,63938,160,50.4,2,16450
2016,52653,30,62.8,2,15995
2017,10081,150,43.5,2,23990
2019,10,145,39.8,1.5,29995
2019,10,145,39.8,1.5,29995
2019,2688,145,42.8,2,28490
2019,2632,145,38.2,2,39990
2019,3651,150,47.9,1,18950
2014,50652,0,74.3,1.6,10950
2017,22939,150,55.4,1,16450
2017,8500,150,67.3,1,13950
2016,22219,30,58.9,1.4,15995
2014,23000,0,74.3,1.6,12450
2017,55903,145,56.5,2,22950
2017,15000,150,62.8,2,24950
2019,5000,145,49.6,1.6,24490
2019,5000,145,40.9,2,23290
2019,10,145,37.7,2,30990
2019,10,145,37.2,2,30990
2020,10,145,39.8,2,30990
2019,7872,145,33.2,3,44750
2019,3153,145,48.7,2,28950
2019,6129,145,48.7,2,28450
2018,18988,145,39.2,4,51450
2015,31094,200,40.4,2,21950
2017,37614,145,46.3,2,18750
2018,11794,145,53.3,1,19450
2017,21517,150,39.8,2,19950
2019,6750,150,42.8,1.5,20450
2017,7325,150,57.7,2,22950
2014,28061,20,60.1,1.4,11950
2017,37973,145,61.4,2,21450
2014,28181,30,57.6,1.2,12950
2018,17087,150,38.2,3,33950
2019,5204,145,33.2,2,30950
2019,3457,145,39.8,1.5,28750
2019,3878,145,47.1,2,28450
2019,3629,145,44.8,2,28450
2019,4074,145,51.4,2,25950
2020,2402,145,33.2,3,60950
2019,5159,145,29.1,2.9,59450
2018,12195,145,67.3,2,22950
2019,2506,145,40.9,1.5,27950
2019,1534,145,40.9,1.5,28250
2017,33741,145,61.4,2,18950
2016,31931,125,57.6,2,18950
2018,23996,145,32.1,2.9,49950
2017,17563,30,65.7,2,19450
2015,27007,200,40.9,2,19950
2016,49470,30,55.4,1.4,11950
2017,24986,145,52.3,1.4,18950
2019,10,145,42.8,2,28490
2019,10,145,40.9,1.5,27490
2019,9633,145,38.7,2,25450
2019,8076,145,28.8,3,44950
2019,8299,145,50.4,2,26250
2017,25670,145,61.4,2,19950
2017,39202,200,47.9,3,34950
2017,22036,145,47.9,1.4,22950
2019,13639,145,38.2,1.5,27950
2012,70000,0,74.3,1.6,7475
2011,70000,30,64.2,2,6875
2018,19529,145,54.3,1.4,20450
2018,13145,145,52.3,1.4,24950
2018,31352,145,54.3,1.4,19950
2016,15135,20,67.3,2,18950
2016,20719,160,49.6,2,20950
2017,26950,0,67.3,1,12950
2020,10,145,39.8,1.5,28490
2019,6331,145,33.2,3,45990
2019,6445,145,48.7,2,27490
2019,13,145,49.6,1.6,21990
2020,24,145,39.8,1.5,33990
2016,17045,200,40.4,2,22950
2017,46048,145,56.5,2,23950
2010,97000,20,68.9,1.6,4295
2012,46000,205,40.9,1.6,5995
2010,65000,145,53.3,2,6475
2012,33029,205,47.9,2,12990
2011,45000,0,70.6,1.6,6475
2012,66896,165,44.1,1.8,8990
2012,55000,30,64.2,2,6675
2010,80000,150,53.3,2,7375
2014,78812,30,61.4,2,10990
2019,1459,145,39.8,1.5,29450
2019,1720,145,39.8,1.5,29250
2012,65794,0,74.3,1.6,6790
2009,73848,235,39.8,1.8,6695
2007,104000,145,53.3,1.9,2795
2019,2500,145,52.3,1.6,24750
2016,40494,0,67.3,1,10550
2016,52820,0,76.3,1.6,10695
2019,8305,145,39.8,3,32750
2014,70000,0,74.3,1.6,7475
2014,34000,555,28.5,4.1,22995
2011,87000,30,64.2,2,5290
2017,34003,145,47.9,3,37950
2016,18515,200,40.4,2,23950
2016,15261,30,62.8,2,19950
2019,9859,145,47.1,2,27950
2017,39087,145,56.5,2,18450
2019,3306,145,51.4,2,32450
2019,2000,145,45.6,2,32950
2019,615,145,51.4,2,30950
2020,1406,145,44.1,1.5,28950
2019,3700,145,40.9,2,23450
2019,2298,145,42.8,2,29450
2019,978,145,48.7,2,35950
2013,49547,0,74.3,1.6,7490
2010,107304,125,57.6,2,4490
2014,60000,125,52.3,1.4,8275
2012,56472,20,68.9,2,6975
2013,75000,0,74.3,1.6,6575
2010,49879,265,36.7,2,6990
2014,75261,125,60.1,2,10475
